"","entidad","hogid","iid","year","n002","n009","enroll_child","contba","pobreden","villid","panel","r042","r044a","r044b","r045","yycali","mpcalif","mppob","sex","lang","ageHH","sexHH","edu","eduHH","schyear","m1","m2","age","paths","attrit","D","pov_HH","D_HH","uniqhh","D_assign","maxcut","z","E"
"12189",16,467460,4674603,1999,18,"","0","basal","no pobre",16009102,1,"",NA,"",NA,709,1.11,1,"Male","Non Indigenous",49,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,0,1,690.68,18.3200000000001,0
"12190",16,609959,6099595,1999,16,"","si","basal","pobre",16082075,1,"si",6,"primaria",7,709,1.12,1,"Male","Non Indigenous",39,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,690.68,18.3200000000001,0
"12197",16,686517,6865176,1999,12,"","si","basal","pobre",16022002,1,"",NA,"",NA,524,2.68,1,"Male","Non Indigenous",41,1,500,200,"5th primary","using only (2)","matched (3)",12,"1 . 1",1,1,1,NA,0,1,690.68,-166.68,1
"12200",16,642021,6420215,1999,15,"","si","basal","pobre",16082075,1,"si",6,"primaria",7,628.4,3.61,1,"Female","Non Indigenous",40,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,690.68,-62.28,1
"12215",16,565870,5658705,1999,16,"","0","basal","no pobre",16112029,1,"si",3,"secundaria",6,726,1.61,1,"Male","Non Indigenous",39,1,800,200,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,690.68,35.3200000000001,0
"12225",16,465700,4657005,1999,16,"","0","basal","pobre",16031037,1,"si",6,"primaria",6,553.5,3.1,1,"Female","Non Indigenous",56,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-137.18,1
"12226",16,470290,4702903,1999,16,"","0","basal","pobre",16031057,1,"si",6,"primaria",6,669,1.43,1,"Female","Non Indigenous",37,1,600,600,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-21.6799999999999,1
"12230",16,306870,3068703,1999,16,"","0","basal","pobre",16077015,1,"si",2,"secundaria",6,477,2.57,1,"Female","Non Indigenous",42,1,800,300,"2nd Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,690.68,-213.68,1
"12234",16,306866,3068664,1999,16,"","0","basal","pobre",16077086,1,"si",2,"secundaria",6,431,2.98,1,"Male","Non Indigenous",48,1,500,100,"5th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,690.68,-259.68,1
"12239",16,413162,4131623,1999,17,"","0","basal","pobre",16038084,1,"no",NA,"",NA,570,2.86,1,"Male","Non Indigenous",70,0,800,0,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,690.68,-120.68,1
"12241",16,566380,5663806,1999,16,"","si","basal","pobre",16112018,1,"si",6,"primaria",8,492,2.28,1,"Male","Non Indigenous",37,1,600,600,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,690.68,-198.68,1
"12244",16,160544,1605445,1999,13,"","si","basal","pobre",16038084,1,"si",4,"primaria",6,570,1.9,1,"Female","Non Indigenous",40,1,600,400,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,690.68,-120.68,1
"12247",16,654022,65402210,1999,14,"","si","basal","pobre",16079060,1,"",NA,"",NA,546.5,1.48,1,"Male","Non Indigenous",56,1,600,300,"6th primary","using only (2)","matched (3)",14,"1 . 1",1,1,1,NA,0,1,690.68,-144.18,1
"12249",16,159890,1598903,1999,17,"","0","basal","pobre",16050005,1,"si",6,"primaria",6,531,3.33,1,"Female","Non Indigenous",47,1,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-159.68,1
"12251",16,640016,6400163,1999,15,"","0","basal","pobre",16099088,1,"si",6,"primaria",7,512,3.73,1,"Female","Non Indigenous",38,0,600,600,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-178.68,1
"12252",16,648018,6480182,1999,14,"","si","basal","pobre",16009080,1,"si",4,"primaria",6,509,1.71,1,"Female","Non Indigenous",52,0,600,200,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,690.68,-181.68,1
"12256",16,640225,6402253,1999,15,"","0","basal","pobre",16046017,1,"si",6,"primaria",6,486,3.46,1,"Male","Non Indigenous",69,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-204.68,1
"12268",16,653179,6531797,1999,15,"","0","basal","pobre",16079051,1,"si",2,"secundaria",6,710.5,0.76,1,"Female","Non Indigenous",58,1,700,100,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,0,1,690.68,19.8200000000001,0
"12269",16,654090,6540906,1999,14,"","0","basal","pobre",16034431,1,"si",6,"primaria",6,709,2.39,1,"Female","Non Indigenous",42,1,500,200,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,690.68,18.3200000000001,0
"12273",16,306834,3068345,1999,15,"","0","basal","pobre",16077015,1,"si",6,"primaria",6,599,3.72,1,"Female","Non Indigenous",42,1,600,400,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,690.68,-91.6799999999999,1
"12274",16,642391,6423913,1999,14,"","si","basal","pobre",16013029,1,"si",2,"primaria",6,456,3.26,1,"Female","Non Indigenous",33,1,500,400,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-234.68,1
"12275",16,683411,6834115,1999,18,"","0","basal","pobre",16022002,1,"",NA,"",NA,634,2.33,1,"Male","Non Indigenous",51,1,600,300,"6th primary","using only (2)","matched (3)",18,"1 . 1",1,1,1,NA,0,1,690.68,-56.6799999999999,1
"12314",16,160657,1606575,1999,16,"","si","basal","pobre",16038084,1,"si",1,"secundaria",6,637.75,1.78,1,"Male","Non Indigenous",54,0,700,0,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-52.9299999999999,1
"12315",16,659308,6593084,1999,15,"","si","basal","no pobre",16079051,1,"si",3,"secundaria",5,770.5,-0.3,0,"Female","Non Indigenous",48,1,800,1100,"2nd Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,690.68,79.8200000000001,0
"12328",16,654132,6541325,1999,15,"","0","basal","pobre",16009102,1,"si",6,"primaria",6,634.75,3.14,1,"Female","Non Indigenous",50,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-55.9299999999999,1
"12336",16,110691,1106913,1999,17,"","0","basal","no pobre",16050111,1,"si",6,"primaria",6,721,2.05,1,"Female","Non Indigenous",43,0,600,400,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,690.68,30.3200000000001,0
"12343",16,618384,6183845,1999,18,"","0","basal","pobre",16081027,1,"si",9,"",99,507,3.37,1,"Male","Non Indigenous",48,1,600,200,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,690.68,-183.68,1
"12350",16,653385,6533856,1999,14,"","si","basal","pobre",16035025,1,"si",6,"primaria",6,678.5,1.99,1,"Male","Non Indigenous",41,1,500,500,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,690.68,-12.1799999999999,1
"12367",16,160506,1605065,1999,16,"","0","basal","pobre",16038084,1,"si",3,"secundaria",7,588,3.52,1,"Female","Non Indigenous",60,1,800,100,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-102.68,1
"12369",16,652868,6528683,1999,13,"","si","basal","pobre",16079060,1,"si",5,"primaria",6,584,3.65,1,"Female","Non Indigenous",34,1,500,300,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,690.68,-106.68,1
"12374",16,654044,6540443,1999,18,"","0","basal","pobre",16079060,1,"",NA,"",NA,653,1.35,1,"Female","Non Indigenous",45,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-37.6799999999999,1
"12375",16,220939,2209395,1999,17,"","0","basal","no pobre",16017010,1,"si",6,"primaria",6,737.25,2.07,1,"Male","Non Indigenous",71,0,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,690.68,46.5700000000001,0
"12376",16,654190,6541904,1999,13,"","si","basal","pobre",16112029,1,"si",6,"primaria",6,519,3.18,1,"Female","Non Indigenous",36,1,500,500,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,690.68,-171.68,1
"12377",16,654190,6541903,1999,16,"","0","basal","pobre",16112029,1,"si",3,"secundaria",6,519,3.18,1,"Male","Non Indigenous",36,1,800,500,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-171.68,1
"12384",16,690258,6902587,1999,13,"","0","basal","pobre",16053077,1,"si",6,"primaria",6,605.5,2,1,"Female","Non Indigenous",38,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,690.68,-85.1799999999999,1
"12404",16,618006,6180065,1999,14,"","si","basal","no pobre",16046017,1,"si",6,"primaria",6,919,0.73,1,"Female","Non Indigenous",47,1,600,300,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,690.68,228.32,0
"12413",16,567580,5675808,1999,15,"","si","basal","no pobre",16112085,1,"no",NA,"",NA,704,2.55,1,"Male","Non Indigenous",35,1,600,0,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,0,1,690.68,13.3200000000001,0
"12414",16,468580,4685802,1999,18,"","0","basal","pobre",16035025,1,"",NA,"",NA,772,0.87,1,"Female","Non Indigenous",27,1,600,700,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,690.68,81.3200000000001,0
"12424",16,220904,2209048,1999,14,"","si","basal","pobre",16017010,1,"si",6,"primaria",6,719,1.57,1,"Female","Non Indigenous",46,1,500,600,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,690.68,28.3200000000001,0
"12433",16,470060,4700606,1999,16,"","0","basal","pobre",16031037,1,"si",1,"secundaria",6,642.25,1.23,1,"Male","Non Indigenous",39,1,600,200,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,690.68,-48.4299999999999,1
"12434",16,609945,6099456,1999,14,"","si","basal","pobre",16082075,1,"si",1,"secundaria",6,713.5,3.14,1,"Male","Non Indigenous",53,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,690.68,22.8200000000001,0
"12437",16,654145,6541454,1999,13,"","si","basal","pobre",16047065,1,"si",5,"primaria",6,724,1.53,1,"Female","Non Indigenous",36,1,600,600,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,690.68,33.3200000000001,0
"12446",16,640666,6406664,1999,17,"","si","basal","no pobre",16079056,1,"si",3,"secundaria",6,825.67,1.01,1,"Male","Non Indigenous",53,1,800,200,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,690.68,134.99,0
"12458",16,451614,4516143,1999,15,"","0","basal","pobre",16022002,1,"si",6,"primaria",6,545,1.86,1,"Male","Non Indigenous",38,1,500,200,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-145.68,1
"12469",16,567960,5679605,1999,13,"","si","basal","pobre",16112128,1,"si",1,"secundaria",5,523,1.79,1,"Male","Non Indigenous",42,1,600,600,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,690.68,-167.68,1
"12476",16,653192,6531925,1999,14,"","0","basal","pobre",16047065,1,"si",6,"primaria",6,640,2.01,1,"Female","Non Indigenous",42,1,500,600,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,690.68,-50.6799999999999,1
"12478",16,306582,3065826,1999,16,"","0","basal","no pobre",16077086,1,"si",2,"secundaria",6,735.75,2.91,1,"Female","Non Indigenous",52,1,700,0,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,0,1,690.68,45.0700000000001,0
"12487",16,160656,1606563,1999,17,"","si","basal","no pobre",16038084,1,"si",1,"secundaria",5,692,1.53,1,"Female","Non Indigenous",44,1,700,0,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,690.68,1.32000000000005,0
"12489",16,690252,6902526,1999,18,"","0","basal","pobre",16053077,1,"",NA,"",NA,642,3.7,1,"Female","Non Indigenous",42,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,690.68,-48.6799999999999,1
"12493",16,653201,6532014,1999,13,"","si","basal","pobre",16079051,1,"si",6,"primaria",6,646,2.2,1,"Male","Non Indigenous",45,0,600,300,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,690.68,-44.6799999999999,1
"12502",16,685757,6857574,1999,17,"","0","basal","pobre",16022002,1,"",NA,"",NA,630.8,2.5,1,"Female","Non Indigenous",37,1,600,300,"6th primary","using only (2)","matched (3)",17,"1 . 1",1,1,1,NA,0,1,690.68,-59.88,1
"12503",16,618001,6180013,1999,15,"","0","basal","pobre",16046017,1,"si",2,"secundaria",6,523,2.41,1,"Female","Non Indigenous",55,1,500,600,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-167.68,1
"12516",16,469020,4690204,1999,16,"","0","basal","pobre",16009102,1,"si",6,"primaria",6,686.5,0.99,1,"Male","Non Indigenous",41,1,500,400,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,690.68,-4.17999999999995,1
"12520",16,110683,1106838,1999,16,"","0","basal","pobre",16050111,1,"si",2,"secundaria",6,450.75,4.02,1,"Male","Non Indigenous",49,1,700,300,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,690.68,-239.93,1
"12524",16,652065,6520654,1999,16,"","0","basal","pobre",16112085,1,"si",2,"secundaria",6,608,1.3,1,"Male","Non Indigenous",41,1,700,100,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,690.68,-82.6799999999999,1
"12548",16,685986,6859865,1999,15,"","0","basal","pobre",16053060,1,"si",2,"secundaria",6,685,1.95,1,"Female","Non Indigenous",50,1,700,600,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,690.68,-5.67999999999995,1
"12549",16,652352,6523525,1999,15,"","0","basal","pobre",16034431,1,"",NA,"",NA,552,0.98,1,"Male","Non Indigenous",34,1,600,900,"6th primary","using only (2)","matched (3)",16,"1 . 1",1,1,1,NA,1,1,690.68,-138.68,1
"12556",16,471990,4719903,1999,15,"","0","basal","pobre",16081017,1,"si",3,"secundaria",7,684.5,2.26,1,"Female","Non Indigenous",37,1,600,600,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,690.68,-6.17999999999995,1
"12572",16,654144,6541444,1999,17,"","si","basal","pobre",16053060,1,"si",2,"secundaria",7,605.34,3.08,1,"Male","Non Indigenous",48,1,700,0,"1st Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-85.3399999999999,1
"12580",16,609966,6099664,1999,18,"","si","basal","pobre",16082075,1,"",NA,"",NA,553,2.95,1,"Female","Non Indigenous",51,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-137.68,1
"12581",16,642376,6423763,1999,13,"","si","basal","pobre",16013029,1,"si",6,"primaria",6,474,2.98,1,"Male","Non Indigenous",33,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,690.68,-216.68,1
"12592",16,110681,1106814,1999,19,"","","basal","pobre",16050111,1,"",NA,"",NA,632,1.76,1,"Female","Non Indigenous",53,0,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-58.6799999999999,1
"12603",16,686525,6865255,1999,16,"","0","basal","pobre",16053139,1,"si",6,"primaria",6,648,3.38,1,"Female","Non Indigenous",62,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-42.6799999999999,1
"12612",16,306599,3065994,1999,14,"","si","basal","pobre",16077015,1,"si",1,"secundaria",6,695.5,2.78,1,"Female","Non Indigenous",33,1,600,600,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,690.68,4.82000000000005,0
"12615",16,694796,6947967,1999,15,"","0","basal","pobre",16053033,1,"si",6,"primaria",6,649,2.52,1,"Male","Non Indigenous",58,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-41.6799999999999,1
"12626",16,691784,6917844,1999,17,"","si","basal","no pobre",16080035,1,"",NA,"",NA,623,0.91,1,"Male","Non Indigenous",47,1,600,200,"6th primary","using only (2)","matched (3)",18,"1 . 1",1,1,1,NA,0,1,690.68,-67.6799999999999,1
"12635",16,306589,3065893,1999,13,"","si","basal","no pobre",16077015,1,"si",2,"primaria",6,812.59,0.83,1,"Male","Non Indigenous",57,1,700,300,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,690.68,121.91,0
"12636",16,567820,5678205,1999,17,"","si","basal","pobre",16112085,1,"si",3,"secundaria",6,606.25,3.56,1,"Male","Non Indigenous",40,1,800,600,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-84.4299999999999,1
"12658",16,690257,6902575,1999,15,"","si","basal","pobre",16053077,1,"si",6,"primaria",6,617,3.13,1,"Female","Non Indigenous",37,1,500,300,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-73.6799999999999,1
"12663",16,468520,4685203,1999,18,"","si","basal","pobre",16035025,1,"",NA,"",NA,722,1.2,1,"Female","Non Indigenous",59,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,0,1,690.68,31.3200000000001,0
"12666",16,471280,4712803,1999,16,"","0","basal","pobre",16112018,1,"si",6,"primaria",6,409,5.1,1,"Male","Non Indigenous",32,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,690.68,-281.68,1
"12681",16,567080,5670805,1999,15,"","0","basal","pobre",16077047,1,"si",6,"primaria",6,640,2.78,1,"Female","Non Indigenous",67,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-50.6799999999999,1
"12682",16,685809,6858097,1999,15,"","si","basal","pobre",16053060,1,"si",2,"secundaria",6,559,2.66,1,"Male","Non Indigenous",58,1,700,300,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,690.68,-131.68,1
"12684",16,654044,6540445,1999,13,"","si","basal","pobre",16079060,1,"si",6,"primaria",6,653,1.35,1,"Female","Non Indigenous",45,1,600,0,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,690.68,-37.6799999999999,1
"12687",16,648235,6482354,1999,13,"","0","basal","pobre",16079056,1,"si",6,"primaria",6,706,1.55,1,"Male","Non Indigenous",44,1,600,0,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,690.68,15.3200000000001,0
"12691",16,648089,6480897,1999,15,"","0","basal","pobre",16009080,1,"si",6,"primaria",6,535,1.75,1,"Male","Non Indigenous",54,1,700,200,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,690.68,-155.68,1
"12703",16,691981,6919814,1999,17,"","0","basal","pobre",16080035,1,"si",6,"primaria",6,512.33,3.3,1,"Male","Non Indigenous",41,1,600,300,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,690.68,-178.35,1
"12708",16,159921,1599214,1999,14,"","si","basal","pobre",16038027,1,"si",1,"secundaria",6,616,2.82,1,"Female","Non Indigenous",47,1,600,200,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,690.68,-74.6799999999999,1
"12714",16,685757,6857576,1999,14,"","si","basal","pobre",16022002,1,"",NA,"",NA,630.8,2.5,1,"Male","Non Indigenous",37,1,500,300,"5th primary","using only (2)","matched (3)",15,"1 . 1",1,1,1,NA,0,1,690.68,-59.88,1
"12718",16,654217,6542174,1999,16,"","0","basal","no pobre",16081017,1,"si",3,"secundaria",6,705,2.88,1,"Female","Non Indigenous",40,1,800,300,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,690.68,14.3200000000001,0
"12721",16,470410,4704104,1999,16,"","si","basal","pobre",16047068,1,"si",1,"secundaria",6,686,3.15,1,"Male","Non Indigenous",46,1,600,300,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,690.68,-4.67999999999995,1
"12726",16,654031,6540317,1999,18,"","0","basal","pobre",16079060,1,"si",6,"primaria",6,637,0.69,1,"Female","Non Indigenous",56,1,600,100,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,690.68,-53.6799999999999,1
"12727",16,645402,6454023,1999,15,"","0","basal","pobre",16080032,1,"si",6,"primaria",6,516,2.6,1,"Female","Non Indigenous",76,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-174.68,1
"12738",16,648959,6489597,1999,14,"","0","basal","pobre",16046017,1,"no",NA,"",NA,719.33,2.11,1,"Male","Non Indigenous",56,1,600,200,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,690.68,28.6500000000001,0
"12743",16,691765,6917656,1999,14,"","0","basal","pobre",16080035,1,"si",6,"primaria",6,538.33,1.43,1,"Female","Non Indigenous",41,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,690.68,-152.35,1
"12772",16,110683,1106839,1999,14,"","si","basal","pobre",16050111,1,"si",6,"primaria",6,450.75,4.02,1,"Male","Non Indigenous",49,1,500,300,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,690.68,-239.93,1
"12777",16,467778,4677784,1999,17,"","0","basal","pobre",16009102,1,"si",3,"secundaria",6,585,4.46,1,"Male","Non Indigenous",42,1,800,0,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,690.68,-105.68,1
"12782",16,690258,6902584,1999,18,"","0","basal","pobre",16053077,1,"",NA,"",NA,605.5,2,1,"Male","Non Indigenous",38,1,600,200,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,690.68,-85.1799999999999,1
"12790",16,566070,5660705,1999,13,"","si","basal","pobre",16112018,1,"si",6,"primaria",6,623.5,2.93,1,"Female","Non Indigenous",40,1,500,300,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,690.68,-67.1799999999999,1
"12798",16,567880,5678806,1999,16,"","0","basal","pobre",16112128,1,"si",6,"primaria",6,665.5,3.25,1,"Female","Non Indigenous",38,1,600,600,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,690.68,-25.1799999999999,1
"12802",16,617998,6179985,1999,17,"","0","basal","pobre",16053077,1,"si",2,"secundaria",7,467,2.87,1,"Female","Non Indigenous",41,1,600,200,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,690.68,-223.68,1
"12803",16,640468,6404684,1999,15,"","si","basal","pobre",16046017,1,"si",2,"secundaria",6,544,1.53,1,"Male","Non Indigenous",47,1,500,800,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,690.68,-146.68,1
"12817",16,471192,4711925,1999,13,"","si","basal","pobre",16047068,1,"si",6,"primaria",6,626.5,2.04,1,"Male","Non Indigenous",54,1,500,100,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,690.68,-64.1799999999999,1
"12818",16,646879,6468794,1999,14,"","0","basal","pobre",16080035,1,"si",6,"primaria",6,489,4.32,1,"Female","Non Indigenous",32,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,690.68,-201.68,1
"12830",16,652125,6521253,1999,14,"","si","basal","pobre",16112128,1,"si",6,"primaria",6,276,5.41,1,"Male","Non Indigenous",39,1,500,400,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,690.68,-414.68,1
"12842",16,304002,3040023,1999,13,"","0","basal","pobre",16053053,1,"si",5,"primaria",6,549,3.8,1,"Male","Non Indigenous",36,1,500,600,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,690.68,-141.68,1
